location,area_sqft,bedrooms,bathrooms,balconies,floors,parking,property_age,furnishing_status,property_type,distance_from_city_center,nearby_schools,nearby_hospitals,crime_rate,price
Delhi,1802,4,3,2,22,0,14,Semi-Furnished,Apartment,17.0,4,3,1.6,8964000.0
Ghaziabad,1427,3,2,1,5,2,1,Semi-Furnished,Builder Floor,16.6,4,3,7.5,4311000.0
Faridabad,1780,3,2,1,17,1,10,Unfurnished,Apartment,34.4,7,5,5.6,4888000.0
Delhi,1156,2,2,0,22,0,12,Unfurnished,Independent House,14.3,9,6,7.3,6502000.0
Faridabad,1910,3,3,1,8,1,22,Semi-Furnished,Builder Floor,13.3,3,3,5.3,5615000.0
Delhi,1332,2,1,1,1,2,9,Unfurnished,Apartment,11.8,8,1,3.8,6730000.0
Noida,1113,2,2,1,2,1,2,Unfurnished,Builder Floor,31.4,6,0,3.6,4629000.0
Ghaziabad,2188,4,3,2,15,1,4,Semi-Furnished,Apartment,17.9,6,2,7.6,6542000.0
Ghaziabad,1886,3,2,3,20,1,2,Furnished,Builder Floor,21.4,2,7,3.5,6584000.0
Greater Noida,1249,2,2,1,18,1,5,Semi-Furnished,Builder Floor,7.1,3,2,7.4,5019000.0
Faridabad,2370,4,3,0,11,2,12,Unfurnished,Apartment,19.4,6,1,4.5,5609000.0
Delhi,1314,2,1,0,10,1,9,Unfurnished,Apartment,10.3,4,7,7.9,6353000.0
Delhi,2438,5,5,1,24,1,18,Unfurnished,Apartment,25.8,2,0,2.3,10670000.0
Gurgaon,1233,2,1,2,24,2,7,Unfurnished,Apartment,29.3,0,0,2.8,4537000.0
Greater Noida,1302,2,1,2,4,1,17,Semi-Furnished,Apartment,25.3,6,1,7.2,3809000.0
Gurgaon,1333,2,1,2,5,1,2,Unfurnished,Apartment,25.8,5,4,6.0,5990000.0
Gurgaon,1112,2,1,1,4,1,23,Unfurnished,Villa,18.4,9,4,2.8,6554000.0
Gurgaon,1361,2,1,1,13,1,23,Semi-Furnished,Apartment,25.2,6,0,9.1,5249000.0
Faridabad,1496,3,2,1,13,1,16,Semi-Furnished,Apartment,15.4,1,4,3.5,3861000.0
Faridabad,1815,4,3,0,18,1,7,Unfurnished,Builder Floor,23.2,3,4,4.8,4939000.0
Noida,2355,4,4,2,24,1,9,Furnished,Apartment,9.8,1,4,2.8,11243000.0
Noida,1375,2,2,3,2,1,1,Unfurnished,Villa,3.4,7,0,4.5,9615000.0
Gurgaon,1789,3,2,1,16,1,11,Furnished,Builder Floor,15.1,6,7,5.4,11149000.0
Greater Noida,1216,2,1,2,1,0,22,Semi-Furnished,Independent House,16.7,0,4,3.7,3988000.0
Delhi,998,1,1,1,19,1,5,Unfurnished,Apartment,9.7,1,7,7.9,4919000.0
Faridabad,1659,3,3,1,9,2,1,Furnished,Apartment,25.7,1,2,4.5,5207000.0
Greater Noida,1719,3,3,2,3,1,20,Furnished,Apartment,3.5,3,5,7.6,6188000.0
Ghaziabad,795,1,1,1,7,1,22,Semi-Furnished,Independent House,8.6,2,0,2.9,2680000.0
Faridabad,1077,1,1,0,10,1,23,Unfurnished,Apartment,26.5,0,1,4.4,2112000.0
Faridabad,2617,5,4,2,1,2,2,Furnished,Apartment,15.9,1,4,1.1,9058000.0
Noida,1074,1,1,2,10,2,16,Unfurnished,Villa,25.0,8,3,7.8,5837000.0
Delhi,1967,3,3,1,21,0,28,Furnished,Apartment,20.3,0,0,6.6,8635000.0
Delhi,1943,3,3,1,9,1,6,Unfurnished,Apartment,33.3,8,6,8.4,9298000.0
Ghaziabad,1230,2,1,2,15,1,28,Unfurnished,Apartment,21.3,6,1,5.1,2847000.0
Ghaziabad,1520,2,1,2,15,1,20,Semi-Furnished,Villa,1.5,1,5,8.2,7231000.0
Faridabad,1199,2,1,2,3,0,4,Semi-Furnished,Apartment,13.0,1,2,6.8,3204000.0
Gurgaon,2398,4,3,1,5,2,22,Semi-Furnished,Independent House,5.9,4,7,1.0,17101000.0
Noida,1420,3,2,3,9,0,0,Semi-Furnished,Independent House,32.4,4,7,3.3,7121000.0
Noida,1710,3,2,1,22,1,7,Furnished,Apartment,4.5,3,6,5.4,8887000.0
Faridabad,2787,5,5,2,9,1,11,Furnished,Builder Floor,14.2,9,1,6.6,9819000.0
Greater Noida,2395,4,3,0,23,1,13,Furnished,Apartment,8.7,9,4,1.6,10608000.0
Gurgaon,1833,3,2,2,7,2,15,Semi-Furnished,Apartment,29.8,2,3,7.3,6948000.0
Faridabad,1770,3,3,1,24,2,9,Furnished,Independent House,11.5,3,4,5.9,6685000.0
Gurgaon,1959,3,2,1,23,1,14,Semi-Furnished,Independent House,34.7,9,1,5.7,10654000.0
Gurgaon,1477,3,3,1,12,1,20,Unfurnished,Builder Floor,2.3,3,0,3.6,7732000.0
Gurgaon,1941,3,3,1,9,1,23,Semi-Furnished,Builder Floor,5.4,1,6,6.4,9920000.0
Faridabad,1684,3,2,2,6,1,25,Semi-Furnished,Apartment,8.6,4,3,1.2,4641000.0
Noida,739,1,1,2,23,0,14,Semi-Furnished,Apartment,28.6,4,7,1.6,3088000.0
Noida,1952,3,3,3,2,1,9,Unfurnished,Apartment,30.9,4,6,7.6,6537000.0
Gurgaon,1281,2,2,1,9,2,20,Unfurnished,Apartment,3.4,9,6,3.9,6572000.0
Greater Noida,1561,2,2,2,17,1,27,Unfurnished,Apartment,2.1,0,3,4.1,4734000.0
Delhi,857,1,1,2,1,2,6,Unfurnished,Apartment,26.3,5,7,2.9,4175000.0
Faridabad,1759,3,3,1,19,0,25,Furnished,Apartment,5.5,1,7,5.0,5099000.0
Delhi,1839,3,2,0,6,2,2,Unfurnished,Apartment,5.5,6,1,1.5,12430000.0
Greater Noida,1269,2,2,2,5,0,1,Unfurnished,Builder Floor,1.8,3,5,3.7,6118000.0
Faridabad,1533,3,3,3,2,1,5,Furnished,Independent House,2.7,4,5,5.7,7311000.0
Gurgaon,1503,3,3,2,9,1,20,Unfurnished,Apartment,10.0,4,4,5.2,7082000.0
Noida,1094,2,1,1,14,2,8,Furnished,Villa,3.2,4,1,10.0,8005000.0
Delhi,1972,3,2,1,4,1,9,Semi-Furnished,Independent House,13.5,1,3,4.5,12972000.0
Ghaziabad,2279,4,3,1,4,0,3,Furnished,Apartment,29.3,4,1,4.5,6973000.0
Ghaziabad,2040,4,4,2,21,1,26,Semi-Furnished,Independent House,12.1,2,3,5.5,6991000.0
Greater Noida,1412,3,3,2,15,1,2,Unfurnished,Builder Floor,25.7,3,6,2.7,4627000.0
Gurgaon,1546,3,3,1,8,1,8,Semi-Furnished,Builder Floor,4.2,1,4,8.9,9102000.0
Delhi,694,1,1,2,4,2,23,Semi-Furnished,Apartment,23.4,3,0,6.2,3009000.0
Gurgaon,1292,2,1,1,16,1,21,Semi-Furnished,Builder Floor,11.8,8,6,2.7,6456000.0
Delhi,624,1,1,3,21,1,16,Unfurnished,Apartment,26.5,7,7,8.1,2707000.0
Greater Noida,2471,5,4,1,4,0,13,Furnished,Builder Floor,5.6,2,0,1.3,10159000.0
Greater Noida,1504,2,2,1,16,1,9,Semi-Furnished,Builder Floor,31.5,0,1,9.8,4585000.0
Ghaziabad,1165,2,1,1,22,1,12,Unfurnished,Builder Floor,9.2,0,3,8.8,3257000.0
Gurgaon,1886,4,3,1,12,1,11,Unfurnished,Builder Floor,13.0,5,0,6.2,9080000.0
Faridabad,2690,5,5,0,16,0,26,Semi-Furnished,Independent House,33.3,2,6,2.0,8523000.0
Ghaziabad,1940,4,4,2,19,1,0,Unfurnished,Apartment,20.7,3,3,2.9,5426000.0
Gurgaon,702,1,1,2,8,2,27,Unfurnished,Apartment,13.4,0,4,3.5,2452000.0
Ghaziabad,825,1,1,2,6,1,21,Unfurnished,Independent House,33.3,7,6,3.2,2670000.0
Faridabad,1574,2,2,0,10,1,28,Semi-Furnished,Apartment,12.2,0,7,5.5,3912000.0
Noida,1293,2,1,1,5,1,18,Furnished,Apartment,4.2,4,1,9.5,6227000.0
Noida,905,1,1,0,18,1,18,Furnished,Apartment,34.9,5,3,5.0,3418000.0
Noida,1653,3,2,2,10,1,5,Furnished,Apartment,10.1,1,1,7.0,7228000.0
Noida,2379,5,4,0,10,1,12,Semi-Furnished,Villa,29.9,6,3,7.2,14360000.0
Delhi,1039,2,2,3,7,2,18,Furnished,Builder Floor,6.6,6,6,8.8,7407000.0
Noida,1919,3,2,2,18,0,12,Semi-Furnished,Villa,25.9,0,5,1.3,11127000.0
Faridabad,1945,3,2,1,1,1,26,Semi-Furnished,Builder Floor,18.8,3,5,4.6,4819000.0
Greater Noida,1235,2,1,1,7,1,25,Furnished,Apartment,34.4,3,3,8.1,3434000.0
Greater Noida,1862,3,3,1,21,1,21,Unfurnished,Apartment,19.8,4,4,8.3,4502000.0
Delhi,1227,2,1,1,1,1,20,Semi-Furnished,Builder Floor,1.9,0,1,9.3,7328000.0
Noida,1482,2,2,2,15,1,3,Furnished,Apartment,21.5,0,7,7.3,5727000.0
Noida,1829,3,2,3,4,0,23,Unfurnished,Independent House,5.9,6,2,3.2,8996000.0
Noida,1021,2,1,0,20,1,1,Furnished,Independent House,28.2,8,3,5.6,5944000.0
Ghaziabad,2542,5,5,2,10,1,14,Unfurnished,Apartment,30.1,0,3,1.3,6139000.0
Gurgaon,1039,2,1,2,23,1,11,Unfurnished,Villa,17.4,1,5,6.8,6194000.0
Ghaziabad,1572,3,2,2,9,1,29,Semi-Furnished,Independent House,27.6,5,0,6.0,4806000.0
Gurgaon,1838,3,3,0,2,1,26,Unfurnished,Builder Floor,5.9,5,6,7.0,8970000.0
Noida,1178,2,1,1,14,2,6,Semi-Furnished,Apartment,17.7,1,5,9.4,4019000.0
Noida,1197,1,1,1,16,1,19,Semi-Furnished,Apartment,14.4,8,1,7.2,4140000.0
Ghaziabad,1532,3,2,2,1,1,17,Furnished,Builder Floor,21.8,3,5,3.9,5301000.0
Ghaziabad,2150,4,3,1,2,2,22,Furnished,Apartment,2.5,6,2,2.8,8668000.0
Gurgaon,2324,4,4,1,7,1,12,Unfurnished,Apartment,26.6,5,4,8.7,9751000.0
Greater Noida,1939,3,2,3,10,0,16,Semi-Furnished,Independent House,3.7,2,6,2.7,9614000.0
Gurgaon,2305,4,4,2,22,1,3,Semi-Furnished,Apartment,23.3,7,2,2.5,11676000.0
Ghaziabad,1483,3,2,2,20,1,24,Semi-Furnished,Builder Floor,1.6,6,4,2.9,5741000.0
Faridabad,1863,3,3,1,1,2,13,Semi-Furnished,Villa,29.3,8,2,5.6,8119000.0
Ghaziabad,1742,3,2,1,13,2,19,Furnished,Independent House,6.9,2,7,2.1,7609000.0
Faridabad,1679,3,3,3,1,1,27,Semi-Furnished,Apartment,18.5,0,6,9.4,3237000.0
Delhi,2062,4,3,1,5,1,12,Unfurnished,Independent House,9.9,1,5,9.7,13018000.0
Ghaziabad,1165,2,2,1,16,1,2,Furnished,Apartment,25.6,0,2,9.8,3534000.0
Delhi,2092,4,4,1,15,1,25,Furnished,Apartment,11.9,4,5,1.4,11691000.0
Greater Noida,1908,3,2,0,17,1,25,Furnished,Builder Floor,25.6,9,6,9.5,6726000.0
Gurgaon,1579,2,2,1,23,1,17,Semi-Furnished,Apartment,10.7,1,5,10.0,6657000.0
Faridabad,825,1,1,2,16,1,13,Unfurnished,Apartment,26.6,2,1,9.5,1727000.0
Gurgaon,1169,2,1,3,13,0,14,Furnished,Builder Floor,2.0,7,5,7.0,8378000.0
Delhi,1997,3,2,3,11,1,2,Furnished,Apartment,10.6,9,0,7.3,12278000.0
Faridabad,2247,4,3,1,17,1,0,Semi-Furnished,Apartment,18.0,4,2,2.1,6924000.0
Gurgaon,1501,2,1,1,17,2,25,Unfurnished,Apartment,2.5,3,6,8.9,6354000.0
Ghaziabad,2326,4,4,0,2,0,23,Semi-Furnished,Independent House,7.3,4,3,1.5,8533000.0
Noida,2178,4,3,2,13,2,16,Semi-Furnished,Builder Floor,32.8,9,3,3.9,8950000.0
Delhi,1200,2,1,1,14,1,2,Unfurnished,Apartment,34.2,5,3,9.9,5792000.0
Gurgaon,2049,4,3,2,11,1,13,Semi-Furnished,Apartment,26.2,6,6,4.8,8881000.0
Delhi,2608,5,4,2,10,1,2,Unfurnished,Apartment,9.6,8,0,2.2,16175000.0
Delhi,1524,3,2,1,3,1,12,Unfurnished,Apartment,9.9,0,5,9.7,7114000.0
Faridabad,1912,4,3,1,17,1,14,Furnished,Independent House,23.0,3,2,9.9,5899000.0
Faridabad,2336,5,5,3,15,1,17,Furnished,Apartment,5.0,8,4,2.7,8334000.0
Noida,1895,3,3,3,9,1,13,Furnished,Apartment,33.2,4,4,8.8,7871000.0
Ghaziabad,1149,2,1,1,10,1,20,Semi-Furnished,Builder Floor,8.6,7,6,4.5,3980000.0
Delhi,2142,4,4,1,8,1,25,Unfurnished,Builder Floor,35.0,0,1,4.4,8265000.0
Gurgaon,1979,3,2,3,21,0,2,Semi-Furnished,Builder Floor,17.9,3,0,3.4,9582000.0
Greater Noida,1720,3,2,0,13,1,18,Furnished,Apartment,27.2,8,2,1.4,5839000.0
Delhi,1531,2,1,1,18,2,7,Unfurnished,Apartment,1.1,0,5,3.4,9009000.0
Delhi,2088,4,3,1,5,0,3,Semi-Furnished,Apartment,31.2,0,3,1.5,11112000.0
Noida,1088,1,1,1,6,1,3,Furnished,Apartment,10.2,3,0,9.3,5211000.0
Ghaziabad,2291,4,4,0,17,1,18,Semi-Furnished,Builder Floor,23.7,2,0,7.0,5751000.0
Greater Noida,1251,2,2,1,11,1,10,Semi-Furnished,Independent House,28.4,6,2,9.0,4979000.0
Faridabad,1076,2,2,1,20,0,0,Unfurnished,Independent House,6.6,2,6,7.5,4411000.0
Faridabad,1791,3,3,1,16,1,7,Furnished,Independent House,16.0,0,5,2.2,7198000.0
Gurgaon,1011,1,1,3,9,0,14,Furnished,Apartment,17.8,9,7,9.5,5192000.0
Greater Noida,1572,3,3,2,2,0,0,Semi-Furnished,Builder Floor,11.6,1,7,9.1,6268000.0
Faridabad,2000,4,3,2,5,1,6,Furnished,Apartment,17.4,9,6,4.1,6556000.0
Gurgaon,2016,4,4,2,1,1,20,Semi-Furnished,Builder Floor,11.8,3,6,2.0,10379000.0
Ghaziabad,1375,2,2,0,4,2,19,Semi-Furnished,Apartment,13.3,0,1,7.3,3356000.0
Gurgaon,1585,2,2,1,4,0,19,Semi-Furnished,Apartment,23.8,0,6,7.6,6446000.0
Faridabad,1810,4,4,3,22,1,23,Unfurnished,Apartment,22.5,7,5,9.1,3788000.0
Noida,1811,4,3,1,3,0,10,Semi-Furnished,Villa,8.9,6,1,1.5,12025000.0
Noida,1989,3,3,1,9,1,26,Furnished,Apartment,31.5,7,7,2.3,7346000.0
Noida,1834,3,3,2,22,2,28,Semi-Furnished,Apartment,30.3,3,1,6.4,5963000.0
Faridabad,1372,2,1,1,23,2,13,Unfurnished,Apartment,18.3,5,3,6.6,3457000.0
Noida,2072,4,3,1,12,0,21,Unfurnished,Independent House,15.7,2,3,1.3,8457000.0
Greater Noida,1975,3,3,3,10,1,15,Furnished,Builder Floor,13.8,7,7,4.6,7728000.0
Ghaziabad,1508,2,1,2,2,1,13,Unfurnished,Builder Floor,25.0,3,2,6.3,4165000.0
Gurgaon,1131,2,1,1,11,1,11,Semi-Furnished,Apartment,23.8,2,7,7.6,4496000.0
Gurgaon,2118,4,3,3,10,0,16,Furnished,Builder Floor,7.7,3,5,3.8,13558000.0
Faridabad,767,1,1,2,22,2,13,Furnished,Apartment,23.8,5,6,5.4,2256000.0
Noida,1396,2,1,2,6,2,9,Furnished,Independent House,9.6,6,1,8.3,8640000.0
Noida,1579,3,3,0,18,2,23,Unfurnished,Builder Floor,1.6,6,2,9.6,6664000.0
Delhi,1057,2,2,1,2,1,28,Furnished,Apartment,24.8,3,1,3.1,5088000.0
Ghaziabad,1079,1,1,2,2,1,13,Furnished,Apartment,22.9,7,0,3.3,3422000.0
Greater Noida,2390,4,4,2,10,1,17,Unfurnished,Apartment,15.0,6,4,9.5,6597000.0
Gurgaon,2259,4,3,2,16,0,21,Semi-Furnished,Apartment,18.9,1,4,4.6,8622000.0
Delhi,1860,4,4,1,12,0,8,Furnished,Apartment,33.2,7,1,7.5,10249000.0
Delhi,2168,4,3,1,1,1,16,Furnished,Builder Floor,21.2,8,2,6.5,13402000.0
Faridabad,1520,3,3,2,21,1,5,Furnished,Apartment,23.4,4,7,3.6,4820000.0
Gurgaon,2345,4,3,1,8,2,7,Furnished,Apartment,3.2,3,3,6.9,15330000.0
Faridabad,1581,2,2,1,16,2,25,Semi-Furnished,Apartment,6.6,3,5,6.9,4642000.0
Greater Noida,1416,3,2,0,18,2,12,Furnished,Apartment,11.2,3,1,6.3,5353000.0
Delhi,2695,5,5,0,13,2,17,Furnished,Independent House,19.3,5,1,1.9,18757000.0
Delhi,1496,2,2,2,15,1,4,Unfurnished,Apartment,27.4,3,5,10.0,7132000.0
Ghaziabad,1504,2,1,2,21,1,5,Semi-Furnished,Builder Floor,11.9,6,7,4.6,5979000.0
Greater Noida,1931,3,3,1,12,1,20,Semi-Furnished,Independent House,13.1,6,6,6.7,8101000.0
Delhi,1314,2,2,1,8,1,18,Semi-Furnished,Builder Floor,9.7,4,3,9.0,7909000.0
Greater Noida,668,1,1,2,10,2,3,Semi-Furnished,Independent House,9.7,4,1,4.8,3170000.0
Gurgaon,1960,4,3,1,14,2,6,Semi-Furnished,Apartment,33.3,9,0,8.0,8556000.0
Noida,2344,5,5,1,5,0,3,Semi-Furnished,Villa,22.6,7,3,9.7,13181000.0
Delhi,1968,3,3,3,18,0,24,Semi-Furnished,Apartment,6.3,6,0,4.2,10206000.0
Ghaziabad,1194,1,1,1,19,1,10,Unfurnished,Apartment,25.6,6,4,4.6,3499000.0
Gurgaon,984,1,1,3,15,1,11,Furnished,Builder Floor,25.5,5,5,9.2,5678000.0
Greater Noida,2068,4,3,1,6,2,13,Unfurnished,Villa,23.7,6,3,2.4,9655000.0
Faridabad,1853,3,2,2,11,1,12,Furnished,Independent House,5.6,6,6,1.3,9035000.0
Gurgaon,1517,2,1,1,21,0,28,Unfurnished,Apartment,14.9,9,3,9.2,5418000.0
Delhi,1749,3,3,3,11,1,9,Semi-Furnished,Apartment,4.6,1,2,8.4,9795000.0
Greater Noida,1109,2,2,1,20,0,17,Unfurnished,Villa,28.8,9,2,9.8,4607000.0
Noida,1882,3,3,1,20,0,15,Furnished,Apartment,23.3,1,5,1.5,7478000.0
Gurgaon,2206,4,3,3,21,2,4,Semi-Furnished,Independent House,18.2,9,6,2.4,13492000.0
Delhi,1450,3,3,1,18,1,7,Semi-Furnished,Independent House,12.7,6,3,1.9,10824000.0
Ghaziabad,1802,3,2,1,18,1,13,Unfurnished,Apartment,7.3,9,7,7.2,5272000.0
Faridabad,1562,2,1,1,10,0,4,Semi-Furnished,Apartment,4.6,6,4,6.5,5979000.0
Greater Noida,1875,3,3,2,2,1,25,Semi-Furnished,Apartment,34.0,6,6,4.2,5287000.0
Gurgaon,1486,3,2,0,9,2,27,Semi-Furnished,Apartment,7.8,4,1,1.5,7542000.0
Gurgaon,1067,2,1,0,14,1,23,Semi-Furnished,Independent House,3.0,0,5,6.8,6060000.0
Noida,1995,3,3,2,19,1,7,Semi-Furnished,Apartment,33.7,1,7,6.1,6972000.0
Noida,1041,2,1,1,10,1,24,Furnished,Independent House,19.7,8,6,2.0,5266000.0
Ghaziabad,1856,4,3,3,23,1,25,Unfurnished,Apartment,28.1,7,5,9.2,4344000.0
Faridabad,1595,3,3,3,4,1,5,Unfurnished,Villa,2.5,7,6,2.8,8845000.0
Ghaziabad,2261,5,4,2,6,1,15,Unfurnished,Apartment,20.3,9,2,7.7,5285000.0
Delhi,862,1,1,2,14,2,27,Furnished,Apartment,14.5,0,4,9.0,3629000.0
Delhi,1911,4,4,2,4,1,3,Unfurnished,Apartment,27.2,5,5,6.2,9845000.0
Ghaziabad,1577,3,3,1,15,1,11,Unfurnished,Independent House,2.3,8,4,3.2,6593000.0
Faridabad,1825,4,4,2,16,0,10,Semi-Furnished,Builder Floor,14.7,7,5,3.8,5735000.0
Ghaziabad,1409,2,2,1,7,1,2,Semi-Furnished,Independent House,28.2,2,2,9.0,4965000.0
Faridabad,1930,3,2,1,17,2,11,Semi-Furnished,Apartment,18.8,3,1,3.7,4663000.0
Faridabad,2116,4,3,2,19,1,29,Unfurnished,Apartment,19.7,2,7,7.7,4061000.0
Greater Noida,1531,2,2,1,19,1,4,Semi-Furnished,Builder Floor,4.3,5,2,9.9,6116000.0
Faridabad,1105,2,1,2,17,2,5,Furnished,Apartment,5.5,8,5,10.0,4398000.0
Noida,1863,3,2,1,6,1,18,Semi-Furnished,Apartment,24.0,7,4,5.8,6605000.0
Faridabad,1645,3,3,2,11,1,17,Unfurnished,Villa,24.0,9,0,8.4,5917000.0
Faridabad,1080,2,2,0,16,1,15,Unfurnished,Villa,34.3,3,2,9.9,3495000.0
Faridabad,1395,2,1,2,8,1,22,Unfurnished,Villa,25.2,1,4,4.4,4841000.0
Delhi,1521,2,2,2,11,1,10,Semi-Furnished,Independent House,17.8,7,6,3.3,9698000.0
Noida,2063,4,4,2,7,1,4,Furnished,Apartment,30.1,7,6,2.0,9815000.0
Noida,1673,3,3,1,24,1,8,Furnished,Apartment,4.6,5,2,2.3,9732000.0
Ghaziabad,1971,4,3,0,22,2,2,Furnished,Builder Floor,16.3,7,5,8.7,7639000.0
Greater Noida,2464,5,5,1,19,0,29,Furnished,Independent House,10.8,8,6,6.3,11186000.0
Faridabad,1425,3,2,2,10,1,7,Semi-Furnished,Apartment,4.6,0,4,8.9,4580000.0
Gurgaon,1068,1,1,3,9,0,5,Furnished,Apartment,27.0,8,7,8.1,5374000.0
Greater Noida,1075,1,1,1,4,2,3,Semi-Furnished,Apartment,18.4,1,1,7.1,3210000.0
Greater Noida,1355,2,2,2,23,0,11,Unfurnished,Builder Floor,19.9,0,4,6.5,3976000.0
Noida,2225,5,5,2,15,1,11,Semi-Furnished,Independent House,15.0,7,6,1.4,12413000.0
Greater Noida,1433,3,3,1,13,0,24,Unfurnished,Independent House,16.7,7,6,8.9,4375000.0
Faridabad,1263,2,2,2,2,1,20,Semi-Furnished,Apartment,4.9,3,3,4.8,4028000.0
Faridabad,1137,2,2,2,2,2,15,Furnished,Villa,23.9,7,0,6.0,4806000.0
Delhi,1965,3,2,1,16,1,9,Semi-Furnished,Builder Floor,15.7,6,5,1.2,12512000.0
Faridabad,1861,3,2,1,9,1,21,Furnished,Apartment,28.8,1,4,9.4,4377000.0
Faridabad,1167,2,1,0,13,1,13,Semi-Furnished,Apartment,7.7,4,6,9.1,3414000.0
Noida,2280,5,5,3,3,1,12,Semi-Furnished,Apartment,8.0,9,5,5.9,10529000.0
Faridabad,1806,3,2,3,9,2,8,Furnished,Apartment,23.0,3,2,6.2,5238000.0
Delhi,1573,2,1,2,13,1,6,Furnished,Villa,29.8,2,2,7.3,13967000.0
Gurgaon,1845,4,4,0,21,1,11,Semi-Furnished,Apartment,17.1,0,4,3.4,8342000.0
Noida,1198,1,1,1,22,1,4,Unfurnished,Independent House,25.7,4,3,3.0,5736000.0
Gurgaon,1852,4,3,1,2,1,17,Unfurnished,Apartment,35.0,9,6,7.1,7884000.0
Noida,2675,5,4,0,8,1,3,Unfurnished,Apartment,34.7,7,4,1.9,10993000.0
Ghaziabad,1991,3,3,2,9,1,1,Furnished,Apartment,26.3,8,1,5.1,6866000.0
Greater Noida,1815,4,4,3,16,1,2,Unfurnished,Apartment,26.1,6,3,5.4,5526000.0
Ghaziabad,1359,2,2,3,2,1,25,Unfurnished,Apartment,9.4,0,6,4.4,3319000.0
Faridabad,2686,5,5,2,6,1,11,Semi-Furnished,Villa,29.3,0,6,2.7,11040000.0
Gurgaon,1901,3,2,0,22,0,2,Unfurnished,Builder Floor,14.8,0,5,4.2,9932000.0
Faridabad,1540,3,2,1,8,1,3,Semi-Furnished,Builder Floor,33.7,1,4,4.0,4548000.0
Greater Noida,2246,4,4,1,5,2,5,Unfurnished,Apartment,3.8,0,6,5.5,7685000.0
Noida,2489,5,4,2,9,0,11,Unfurnished,Apartment,15.8,3,5,7.1,8673000.0
Greater Noida,2008,4,3,2,1,1,18,Furnished,Apartment,19.9,9,6,9.7,5934000.0
Delhi,1474,2,2,1,9,1,9,Semi-Furnished,Builder Floor,14.8,8,0,2.3,8952000.0
Greater Noida,2612,5,4,1,10,1,29,Unfurnished,Apartment,8.2,3,3,8.9,7488000.0
Delhi,1826,3,2,0,23,2,0,Furnished,Apartment,21.2,3,4,3.6,11045000.0
Greater Noida,2570,5,4,1,4,2,16,Semi-Furnished,Builder Floor,26.7,6,0,6.3,8632000.0
Delhi,1689,3,3,1,3,1,15,Unfurnished,Apartment,22.9,8,4,5.9,7732000.0
Gurgaon,1431,2,2,1,10,1,8,Semi-Furnished,Apartment,9.0,6,1,6.0,7695000.0
Faridabad,1267,2,1,1,15,2,24,Furnished,Apartment,25.9,0,2,7.5,2800000.0
Faridabad,1550,3,3,2,11,1,20,Semi-Furnished,Villa,9.7,0,7,4.4,6274000.0
Ghaziabad,2054,4,4,2,14,0,8,Furnished,Builder Floor,7.0,3,5,3.9,9265000.0
Faridabad,1352,2,2,0,6,1,26,Semi-Furnished,Apartment,24.5,3,4,8.7,2860000.0
Noida,1776,3,2,1,12,2,22,Furnished,Apartment,29.7,0,3,3.0,6257000.0
Greater Noida,1357,2,1,1,13,2,8,Semi-Furnished,Villa,17.4,5,4,2.6,6996000.0
Ghaziabad,2169,4,4,1,17,0,11,Semi-Furnished,Builder Floor,19.1,9,4,1.1,6893000.0
Noida,1626,3,2,1,16,1,22,Unfurnished,Apartment,11.3,1,4,2.9,5386000.0
Noida,902,1,1,1,3,2,8,Semi-Furnished,Independent House,17.8,4,7,5.7,4189000.0
Delhi,1388,2,1,2,2,1,14,Semi-Furnished,Apartment,5.5,7,6,5.8,9054000.0
Faridabad,976,1,1,2,11,1,1,Semi-Furnished,Builder Floor,33.5,2,4,3.3,3225000.0
Gurgaon,1517,3,2,1,9,1,10,Furnished,Builder Floor,28.2,8,6,1.7,8884000.0
Gurgaon,1004,2,2,2,3,1,10,Semi-Furnished,Apartment,23.7,6,3,7.7,4718000.0
Ghaziabad,1443,2,1,1,18,0,7,Furnished,Villa,19.3,8,3,7.8,6583000.0
Gurgaon,2551,5,4,0,20,1,22,Unfurnished,Independent House,27.9,0,4,10.0,10707000.0
Greater Noida,2332,4,3,2,15,2,5,Furnished,Builder Floor,17.8,4,6,9.1,8680000.0
Gurgaon,1523,3,3,2,14,1,20,Semi-Furnished,Apartment,11.2,2,2,9.3,5953000.0
Ghaziabad,2476,5,5,3,2,1,19,Semi-Furnished,Apartment,6.5,3,4,8.2,7922000.0
Gurgaon,993,1,1,2,17,1,6,Semi-Furnished,Apartment,23.0,3,5,6.5,4380000.0
Greater Noida,1759,3,2,3,22,0,2,Furnished,Independent House,32.6,6,5,2.2,9298000.0
Delhi,1868,3,3,3,8,1,7,Semi-Furnished,Apartment,6.2,9,3,6.6,11539000.0
Ghaziabad,1456,3,3,2,10,1,17,Semi-Furnished,Builder Floor,7.1,7,7,1.5,5077000.0
Delhi,1250,2,2,1,18,2,16,Unfurnished,Independent House,15.7,9,5,9.0,7192000.0
Delhi,1549,3,3,2,19,0,10,Semi-Furnished,Apartment,28.4,4,5,5.3,8042000.0
Delhi,1851,3,2,3,8,1,1,Semi-Furnished,Builder Floor,11.0,9,1,7.3,11579000.0
Noida,1561,3,3,2,8,1,24,Semi-Furnished,Apartment,9.6,6,4,1.5,6185000.0
Faridabad,1119,2,2,1,3,2,20,Semi-Furnished,Villa,22.1,2,4,5.8,3835000.0
